date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:27:48	12506/12506	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/js/jquery.stellar.min.js	C:/buttttt/www.madebydesignesia.com/themes/jess/js/jquery.stellar.min.js	(from https://www.madebydesignesia.com/themes/jess/index.html)
08:27:48	92653/92653	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/news/2.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/news/2.jpg	(from https://www.madebydesignesia.com/themes/jess/index.html)
08:27:49	15615/15615	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/js/typed.js	C:/buttttt/www.madebydesignesia.com/themes/jess/js/typed.js	(from https://www.madebydesignesia.com/themes/jess/index.html)
08:27:50	929/929	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/js/jquery.countTo.js	C:/buttttt/www.madebydesignesia.com/themes/jess/js/jquery.countTo.js	(from https://www.madebydesignesia.com/themes/jess/index.html)
08:27:50	17164/17164	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/js/jquery.countdown.js	C:/buttttt/www.madebydesignesia.com/themes/jess/js/jquery.countdown.js	(from https://www.madebydesignesia.com/themes/jess/index.html)
08:27:52	57922/57922	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2028%20Sep%202025%2016:59:57%20GMT	https://www.madebydesignesia.com/themes/jess/js/designesia.js	C:/buttttt/www.madebydesignesia.com/themes/jess/js/designesia.js	(from https://www.madebydesignesia.com/themes/jess/index.html)
08:28:06	37414/37414	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/css/font-awesome.css	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/font-awesome/css/font-awesome.css	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:12	7052/7052	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/et-line-font/style.css	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/et-line-font/style.css	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:14	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:16%20GMT	https://www.madebydesignesia.com/themes/jess/images/ui/arrow-down-form.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images/ui/arrow-down-form.35.delayed	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:14	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:16%20GMT	https://www.madebydesignesia.com/themes/jess/images/ui/arrow-down-form-hover.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images/ui/arrow-down-form-hover.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:14	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:16%20GMT	https://www.madebydesignesia.com/themes/jess/images_02/dotted.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images_02/dotted.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:15	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:17%20GMT	https://www.madebydesignesia.com/themes/jess/images_02/icon-slide-plus.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images_02/icon-slide-plus.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:16	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:17%20GMT	https://www.madebydesignesia.com/themes/jess/images_02/icon-slide-min.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images_02/icon-slide-min.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:16	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:18%20GMT	https://www.madebydesignesia.com/themes/jess/images_02/close.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images_02/close.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:19%20GMT	https://www.madebydesignesia.com/themes/jess/images_02/close-2.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images_02/close-2.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:19%20GMT	https://www.madebydesignesia.com/themes/jess/images_02/icon-url.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images_02/icon-url.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:19%20GMT	https://www.madebydesignesia.com/themes/jess/images_02/icon-zoom.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images_02/icon-zoom.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:20	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:20%20GMT	https://www.madebydesignesia.com/themes/jess/images_02/list-arrow.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images_02/list-arrow.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:29:22%20GMT	https://www.madebydesignesia.com/themes/jess/images_02/page-loader.gif	C:/buttttt/www.madebydesignesia.com/themes/jess/images_02/page-loader.gif	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:22	2964/2964	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/ui/arrow-down.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images/ui/arrow-down.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:32	2964/2964	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/ui/arrow-up.png	C:/buttttt/www.madebydesignesia.com/themes/jess/images/ui/arrow-up.png	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:29:38	24431/24431	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/people/3.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/people/3.jpg	(from https://www.madebydesignesia.com/themes/jess/index.html)
08:29:56	95592/95592	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider/2.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider/2.jpg	(from https://www.madebydesignesia.com/themes/jess/project-details-slider.html)
08:29:57	1768/1768	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2005:00:56%20GMT	https://www.madebydesignesia.com/themes/jess/project-details-image.html	C:/buttttt/www.madebydesignesia.com/themes/jess/project-details-image.html	(from https://www.madebydesignesia.com/themes/jess/index.html)
08:30:24	186144/186144	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider/1.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider/1.jpg	(from https://www.madebydesignesia.com/themes/jess/project-details-slider.html)
08:33:05	116741/116741	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/portfolio/pf-image-big/3.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/portfolio/pf-image-big/3.jpg	(from https://www.madebydesignesia.com/themes/jess/project-details-image-big.html)
08:33:28	339190/339190	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider-big/1.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider-big/1.jpg	(from https://www.madebydesignesia.com/themes/jess/project-details-slider-big.html)
08:33:32	142404/142404	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/portfolio/pf-image-big/2.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/portfolio/pf-image-big/2.jpg	(from https://www.madebydesignesia.com/themes/jess/project-details-image-big.html)
08:33:35	7068/7068	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/js/wow.min.js	C:/buttttt/www.madebydesignesia.com/themes/jess/js/wow.min.js	(from https://www.madebydesignesia.com/themes/jess/index.html)
08:33:35	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Feb%202026%2016:33:37%20GMT	https://www.madebydesignesia.com/themes/jess/css/owl.video.play.png	C:/buttttt/www.madebydesignesia.com/themes/jess/css/owl.video.play.png	(from https://www.madebydesignesia.com/themes/jess/css/owl.carousel.css)
08:33:35	132941/132941	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider-big/2.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider-big/2.jpg	(from https://www.madebydesignesia.com/themes/jess/project-details-slider-big.html)
08:33:40	41303/41303	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider-big/3.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/portfolio/pf-slider-big/3.jpg	(from https://www.madebydesignesia.com/themes/jess/project-details-slider-big.html)
08:33:58	77160/77160	---M--	200	added ('OK')	font/woff2	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/css/font-awesome.css)
08:34:05	453568/453568	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2005:01:10%20GMT	https://www.madebydesignesia.com/themes/jess/images/portfolio/pf-image-big/1.jpg	C:/buttttt/www.madebydesignesia.com/themes/jess/images/portfolio/pf-image-big/1.jpg	(from https://www.madebydesignesia.com/themes/jess/project-details-image-big.html)
08:34:05	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/css/font-awesome.css)
08:34:05	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/css/font-awesome.css)
08:34:07	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfont.eot?	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/css/font-awesome.css)
08:34:14	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/et-line-font/fonts/et-line.eot	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/et-line-font/fonts/et-line.eot	(from https://www.madebydesignesia.com/themes/jess/fonts/et-line-font/style.css)
08:34:14	25237/25237	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2005:00:56%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/elegant_font/HTML_CSS/style.css	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/elegant_font/HTML_CSS/style.css	(from https://www.madebydesignesia.com/themes/jess/css/style.css)
08:34:19	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/et-line-font/fonts/et-line.eot?	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/et-line-font/fonts/et-lined41d.eot	(from https://www.madebydesignesia.com/themes/jess/fonts/et-line-font/style.css)
08:34:19	55220/55220	---M--	200	added ('OK')	font/woff	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/et-line-font/fonts/et-line.woff	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/et-line-font/fonts/et-line.woff	(from https://www.madebydesignesia.com/themes/jess/fonts/et-line-font/style.css)
08:34:28	32536/32536	---M--	200	added ('OK')	font/ttf	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/et-line-font/fonts/et-line.ttf	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/et-line-font/fonts/et-line.ttf	(from https://www.madebydesignesia.com/themes/jess/fonts/et-line-font/style.css)
08:34:30	165548/165548	---M--	200	added ('OK')	font/ttf	date:Wed,%2014%20Jun%202023%2005:01:08%20GMT	https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/buttttt/www.madebydesignesia.com/themes/jess/fonts/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://www.madebydesignesia.com/themes/jess/fonts/font-awesome/css/font-awesome.css)
